 Node            Displacements                Applied/reaction forces
number     1-direction     2-direction      1-direction     2-direction
     1     0.000000000     0.000000000      0.000000000     0.000000000
     2     1.668422301    -0.352275821      0.000000000     0.000000000
     3     1.376025169    -0.290890795      0.000000000     0.000000000
     4     1.425306193    -0.301587304      0.000000000     0.000000000
     5     1.415048862    -0.299723408      0.000000000     0.000000000
     6     1.415166253    -0.300048197      0.000000000     0.000000000
     7     1.413475820    -0.299991602      0.000000000     0.000000000
     8     1.412100405    -0.300001463      0.000000000     0.000000000
     9     1.410670098    -0.299999745      0.000000000     0.000000000
    10     1.409249355    -0.300000044      0.000000000     0.000000000
    11     1.407826946    -0.299999992      0.000000000     0.000000000
    12     1.406404828    -0.300000001      0.000000000     0.000000000
    13     1.404982658    -0.300000000      0.000000000     0.000000000
    14     1.403560498    -0.300000000      0.000000000     0.000000000
    15     1.402138336    -0.300000000      0.000000000     0.000000000
    16     1.400716174    -0.300000000      0.000000000     0.000000000
    17     1.399294013    -0.300000000      0.000000000     0.000000000
    18     1.397871851    -0.300000000      0.000000000     0.000000000
    19     1.396449689    -0.300000000      0.000000000     0.000000000
    20     1.395027528    -0.300000000      0.000000000     0.000000000
    21     1.393605366    -0.300000000      0.000000000     0.000000000
    22     1.392183204    -0.300000000      0.000000000     0.000000000
    23     1.390761043    -0.300000000      0.000000000     0.000000000
    24     1.389338881    -0.300000000      0.000000000     0.000000000
    25     1.387916720    -0.300000000      0.000000000     0.000000000
    26     1.386494558    -0.300000000      0.000000000     0.000000000
    27     1.385072396    -0.300000000      0.000000000     0.000000000
    28     1.383650235    -0.300000000      0.000000000     0.000000000
    29     1.382228073    -0.300000000      0.000000000     0.000000000
    30     1.380805912    -0.300000000      0.000000000     0.000000000
    31     1.379383750    -0.300000000      0.000000000     0.000000000
    32     1.377961589    -0.300000000      0.000000000     0.000000000
    33     1.376539427    -0.300000000      0.000000000     0.000000000
    34     1.375117266    -0.300000000      0.000000000     0.000000000
    35     1.373695104    -0.300000000      0.000000000     0.000000000
    36     1.372272943    -0.300000000      0.000000000     0.000000000
    37     1.370850781    -0.300000000      0.000000000     0.000000000
    38     1.369428620    -0.300000000      0.000000000     0.000000000
    39     1.368006459    -0.300000000      0.000000000     0.000000000
    40     1.366584297    -0.300000000      0.000000000     0.000000000
    41     1.365162136    -0.300000000      0.000000000     0.000000000
    42     1.363739975    -0.300000000      0.000000000     0.000000000
