 Node            Displacements                Applied/reaction forces
number     1-direction     2-direction      1-direction     2-direction
     1     0.000000000     0.000000000      0.000000000     0.000000000
     2     0.000000000     0.000000000      0.000000000     0.000000000
     3     0.000000000     0.000000000      0.000000000     0.000000000
     4     0.000000000     0.000000000      0.000000000     0.000000000
     5     0.000000000     0.000000000      0.000000000     0.000000000
     6     0.000000000     0.000000000      0.000000000     0.000000000
     7     0.000000000     0.000000000      0.000000000     0.000000000
     8     0.000000000     0.000000000      0.000000000     0.000000000
     9     0.000000000     0.000000000      0.000000000     0.000000000
    10     0.000000000     0.000000000      0.000000000     0.000000000
    11     0.000000000     0.000000000      0.000000000     0.000000000
    12     0.000000000     0.000000000      0.000000000     0.000000000
    13     0.000000000     0.000000000      0.000000000     0.000000000
    14     0.000000000     0.000000000      0.000000000     0.000000000
    15     0.000000000     0.000000000      0.000000000     0.000000000
    16     0.000000000     0.000000000      0.000000000     0.000000000
    17     0.000000000     0.000000000      0.000000000     0.000000000
    18     0.000000000     0.000000000      0.000000000     0.000000000
    19     0.000000000     0.000000000      0.000000000     0.000000000
    20     0.000000000     0.000000000      0.000000000     0.000000000
    21     0.000000000     0.000000000      0.000000000     0.000000000
    22     0.000000000     0.000000000      0.000000000     0.000000000
    23     0.000000000     0.000000000      0.000000000     0.000000000
    24     0.000000000     0.000000000      0.000000000     0.000000000
    25     0.000000000     0.000000000      0.000000000     0.000000000
    26     0.000000000     0.000000000      0.000000000     0.000000000
    27     0.000000000     0.000000000      0.000000000     0.000000000
    28     0.000000000     0.000000000      0.000000000     0.000000000
    29     0.000000000     0.000000000      0.000000000     0.000000000
    30     0.000000000     0.000000000      0.000000000     0.000000000
    31     0.000000000     0.000000000      0.000000000     0.000000000
    32     0.000000000     0.000000000      0.000000000     0.000000000
    33     0.000000000     0.000000000      0.000000000     0.000000000
    34     0.000000000     0.000000000      0.000000000     0.000000000
    35     0.000000000     0.000000000      0.000000000     0.000000000
    36     0.000000000     0.000000000      0.000000000     0.000000000
    37     0.000000000     0.000000000      0.000000000     0.000000000
    38     0.000000000     0.000000000      0.000000000     0.000000000
    39     0.000000000     0.000000000      0.000000000     0.000000000
    40     0.000000000     0.000000000      0.000000000     0.000000000
    41     0.000000000     0.000000000      0.000000000     0.000000000
    42    -8.100609064    -5.416409000      0.000000000     0.000000000
    43    -5.580817939    -3.500323761      0.000000000     0.000000000
    44    -4.820528135    -2.654805117      0.000000000     0.000000000
    45    -4.306704554    -2.150059644      0.000000000     0.000000000
    46    -3.916170159    -1.796107279      0.000000000     0.000000000
    47    -3.582547281    -1.528851147      0.000000000     0.000000000
    48    -3.282547770    -1.317686049      0.000000000     0.000000000
    49    -3.003998838    -1.146151492      0.000000000     0.000000000
    50    -2.740265859    -1.004255133      0.000000000     0.000000000
    51    -2.487300210    -0.885484097      0.000000000     0.000000000
    52    -2.242466959    -0.785352198      0.000000000     0.000000000
    53    -2.003945425    -0.700644822      0.000000000     0.000000000
    54    -1.770414476    -0.628990086      0.000000000     0.000000000
    55    -1.540873166    -0.568601111      0.000000000     0.000000000
    56    -1.314533405    -0.518113429      0.000000000     0.000000000
    57    -1.090752538    -0.476478569      0.000000000     0.000000000
    58    -0.868989186    -0.442892466      0.000000000     0.000000000
    59    -0.648773113    -0.416746430      0.000000000     0.000000000
    60    -0.429683794    -0.397593374      0.000000000     0.000000000
    61    -0.211334431    -0.385124854      0.000000000     0.000000000
    62     0.006640620    -0.379156162      0.000000000     0.000000000
    63     0.224596437    -0.379617838      0.000000000     0.000000000
    64     0.442887159    -0.386552700      0.000000000     0.000000000
    65     0.661875542    -0.400118113      0.000000000     0.000000000
    66     0.881943296    -0.420593723      0.000000000     0.000000000
    67     1.103503235    -0.448395488      0.000000000     0.000000000
    68     1.327014554    -0.484097567      0.000000000     0.000000000
    69     1.553003197    -0.528464690      0.000000000     0.000000000
    70     1.782090356    -0.582499284      0.000000000     0.000000000
    71     2.015034130    -0.647510363      0.000000000     0.000000000
    72     2.252793006    -0.725215921      0.000000000     0.000000000
    73     2.496626814    -0.817899313      0.000000000     0.000000000
