 
  0.000000,0.01018,0.03998,0.06154,0.15709,0.16362,0.22086
  0.010000,0.02319,0.05827,0.11419,0.17736,0.18321,0.26165
  0.020000,0.02405,0.06082,0.12104,0.18638,0.18963,0.27434
  0.040000,0.02476,0.06371,0.12466,0.19396,0.19543,0.28247
  0.080000,0.02516,0.06612,0.12645,0.19800,0.20004,0.28781
  0.120000,0.02519,0.06693,0.12698,0.19834,0.20176,0.28966
  0.160000,0.02510,0.06713,0.12718,0.19758,0.20241,0.29029
  0.200000,0.02496,0.06705,0.12726,0.19636,0.20257,0.29035

